name,lat,lon,town
Chiesa di San Rocco,45.5495899,11.5359796,Vicenza
Chiesa di San Filippo Neri,45.5468730,11.5423521,Vicenza
Chiesa di Santa Corona,45.5493707,11.5480897,Vicenza
Chiesa del Santissimo Redentore,46.0119315,11.3016497,Levico Terme
Chiesa di San Rocco,45.6069859,10.3818322,Case Nuove
Chiesa di Santa Maria della Rosa,45.4057533,10.4986814,Castiglione delle Stiviere
Santuario della Madonna del Mangher,45.6134781,10.3791263,Case Nuove
Chiesetta di Sant'Anna,45.5344214,10.2537590,Brescia
Chiesa di San Bartolomeo,45.5643081,10.3086022,Botticino
Sala Parrocchiale Don Arcangelo Tadini,45.5400605,10.3037918,Botticino
Chiesa dei Santi Filippo e Giacomo,45.5844517,10.4383013,Gavardo-Sopraponte
Chiesa di San Carlo,45.5679124,10.4199936,Prevalle
Chiesa di San Gaetano,45.5753547,10.3412605,Serle
Chiesa di San Michele Arcangelo,45.5408466,10.2021431,Brescia
Chiesa di Santa Croce in San Giacomo Martire - Carmini,45.5513331,11.5389715,Vicenza
Cinema Odeon,45.5484837,11.5483413,Vicenza
ex Chiesa dei Santi Filippo e Giacomo,45.5480767,11.5447066,Vicenza
Chiesa di San Daniele,45.3834536,11.4001227,Lonigo
Chiesa dei Santi Angeli Custodi,45.5656545,10.3640080,Serle
Chiesa di San Pietro in Vincoli,45.5612426,10.3679958,Serle
Chiesa della Santissima Annunziata,45.5622736,10.3689975,Serle
San Valentino,45.2572476,10.7355516,Roverbella
Madonna della Rocca,45.6303595,10.4966952,Roe
Chiesa Parrocchiale,46.0090655,10.1539330,Schilpario
Chiesetta di Santa Elisabetta,46.0097386,10.1656191,Schilpario
Chiesa di San Faustino al Monte,45.5387391,10.3146447,Botticino
Chiesa di San Lorenzo,45.6127236,11.4524580,Castelnovo
Chiesa di Terrassa Padovana,45.2460490,11.9020378,Terrassa Padovana
Santuario Beata Vergine della Misericordia,45.2521012,11.9125766,Terrassa Padovana
Chiesa di Casalserugo,45.3171845,11.9138024,Casalserugo
Chiesa di Bertipaglia,45.3152436,11.8834404,Bertipaglia
Chiesa di Pieve di Santa Maria,45.3205893,11.8651683,Masera di Padova
Chiesa di Masera di Padova,45.3216774,11.8612200,Masera di Padova
Oratorio della Beata Vergine del Rosario,45.3331709,11.8273116,Terradura
Abbazia di Santo Stefano,45.2864950,11.8248114,Due Carrare
Chiesa di San Biagio in Cornegliana,45.3032922,11.8526376,Masera di Padova
Chiesa di San Giorgio,45.2924211,11.8218473,Due Carrare
Oratorio M V dell'Annunciata,45.2942484,11.8358644,Due Carrare
Chiesetta della Beata Vergine del Rosario,45.2891092,11.9657751,Polverara
Chiesa di San Rocco,45.6986557,11.4839282,Thiene
Chiesa dei Santi Pietro e Paolo,45.3200238,11.4943347,Poiana Maggiore
Chiesa di San Fermo Maggiore,45.4391927,10.9999896,Verona
Chiesa di Santa Maria in Organo,45.4443891,11.0046196,Verona
Chiesetta dell'Olmo,45.3583272,11.5102368,Sossano
Chiesa di San Martino Vescovo,45.3857501,11.4708741,San Germano dei Berici
Chiesa Parocchiale di Pilastro,45.3323399,11.4907027,Sossano
Madonna della Neve,45.3135340,11.5392725,Noventa Vicentina
Chiesa Parocchiale di San Pietro,45.3362515,11.5398642,Campiglia dei Berici
Vecchio Oratorio,45.3568194,11.2805308,Arcole
Santuario della Madonna di Monte Berico,45.5349917,11.5454916,Vicenza
Oratorio della Santissima Trinita,45.2556638,11.7977717,Pernumia
Chiesa di San Leonardo,45.5363167,11.9704286,Borgoricco-San Michele delle Badesse-Sant'Eufemia
Chiesa di San Michele delle Badesse,45.5355773,11.9370886,Borgoricco-San Michele delle Badesse-Sant'Eufemia
Chiesa della Purificazione della Beata Vergine Maria,45.5943299,11.9441294,Loreggia
Scuola della Carita,45.4050308,11.8810540,Padova
Chiesa di Villanova di Camposampiero,45.4919498,11.9719717,Villanova
Chiesa di Camposampiero,45.5658260,11.9322267,Camposampiero
Santuario del Noce,45.5760656,11.9321706,Camposampiero
Santuario della Visione,45.5739714,11.9318020,Camposampiero
Madonna della Salute,45.5714524,11.9313517,Camposampiero
Chiesa di San Pietro in Gu,45.6137436,11.6705430,San Pietro in Gu
chiesetta di San Michele,45.5999763,11.6580140,San Pietro in Gu
Chiesa di Santa Maria Assunta,45.6292021,11.6987476,Carmignano di Brenta
Chiesetta di Sant'Anna,45.6299401,11.6886936,Carmignano di Brenta
Chiesa del Torresino,45.6467050,11.7835770,Cittadella
Chiesa di Pieve di San Donato,45.6313837,11.7911245,Cittadella
Chiesa regolare di San Francesco,45.6499600,11.7901428,Cittadella
Duomo,45.6491424,11.7839981,Cittadella
Oratorio Ca' Moro,45.6787664,11.7744241,Belvedere
Chiesa di Sant'Antonio da Padova,45.9816265,10.2605695,Lozio
Chiesa Mottinello,45.6845121,11.8082905,Rossano Veneto
Chiesa di San Fermo,45.9593386,10.1695935,Borno
Chiesa San Bartolomeo,45.4423518,11.7597122,Mestrino
Parrocchia di Lissaro,45.4603205,11.7449812,Mestrino
Il Capitello delle Due Albere,45.5832167,11.7391359,Grantorto
Chiesa della Beata Vergine Maria Assunta,45.7352633,10.9413567,Avio
Chiesa dei Santi Cosma e Damiano,45.9345294,10.2367432,Ossimo Superiore
Chiesa di Campagnalta della Madonna di Lourdes,45.6695411,11.8548413,San Martino di Lupari
Chiesa di San Martino di Lupari,45.6473578,11.8551220,San Martino di Lupari
Chesa di Santa Giustina,45.5636903,11.9070665,Santa Giustina in Colle
Chiesa di Abbazia Pisani,45.6170566,11.8543672,Abbazia Pisani
Chiesa parrocchiale Santa Giuliana e Giuseppe,45.5881096,11.8576448,Villa del Conte
Chiesetta Marcon,45.5769100,11.8655296,Villa del Conte
Chiesa di San Massimo,45.6066786,11.8801236,Abbazia Pisani
Chiesa di Lobia,45.5833425,11.7936493,San Giorgio in Bosco
Chiesa di San Martino,45.5840352,11.7057902,Gazzo
Chiesa di Villalta,45.5799454,11.6812247,Gazzo
Chiesetta Vecchia di Villalta,45.5793192,11.6812163,Gazzo
Chesa di Carturo,45.5874515,11.7463332,Grantorto
Chiesa di Isola Mantegna,45.5704873,11.7309916,Gazzo
Chiesa di Presina,45.5603356,11.7519382,Piazzola sul Brenta
Oratorio San Benigno,45.5431030,11.7870453,Piazzola sul Brenta
Tempio a Silvestro Camerini,45.5434240,11.7845248,Piazzola sul Brenta
Chiesa di Busiago,45.5640427,11.8364112,Campo San Martino
Chiesa parrochiale di Campo San Martino,45.5476040,11.8100404,Campo San Martino
Santuario dei Morti di Barbaine,45.7345189,10.3546135,Pertica Alta
Chiesa dell'Ausiliatrice,46.0283365,11.3751422,Novaledo
Ex Chiesa di Sant'Agostino,46.0876951,10.3438849,Berzo
Chiesa Sacro Cuore di Gesu,45.5180100,11.8851165,Cavino
Chiesa di Arsego,45.5433556,11.8769687,San Giorgio delle Pertiche
Chiesa di San Giorgio delle Pertiche,45.5419425,11.9107024,San Giorgio delle Pertiche
Chiesa di San Gaetano,45.5246472,10.2731586,Buffalora-Bettole
Chiesa Madonna di Tessara,45.5151464,11.8441509,Santa Maria di Non
Chiesetta di Santa Maria,45.5146819,11.9270255,Campodarsego
Chiesa parocchiale di Bevadoro,45.5106068,11.7419940,Campodoro
Chiesa di Selva di Trissino,45.5805948,11.3111987,Nogarole Vicentino
Chiesa Parrocchiale di Santa Cecilia,45.4945967,11.7974354,Villafranca Padovana
Chiesa di Taggi di Sopra,45.4697363,11.8144821,Taggi
San Nicola,45.6150531,11.2497772,Altissimo
Santa Caterina,45.6174387,11.2614450,Altissimo
San Macario,45.6074870,11.2571994,Altissimo
Chiesa del Sacro Cuore,45.9834683,11.2393077,Centa San Nicolo
Oraorio San Gaetano,45.4702183,11.9629196,Pionca
Parrocchia SS Vincenzo e Anastasio,45.4444089,11.9690969,Vigonza
Chiesa di San Vito,45.4189516,11.9597171,San Vito
Chiesa di Santa Maria,45.8966965,10.2184973,Sacca
San Biagio,45.4894060,11.3613193,Montorso Vicentino
Capitello del fante,45.4857664,11.3486138,Montorso Vicentino
Chiesa di Limena,45.4767188,11.8483483,Limena
Chiesa di Noventa Padovana,45.4140840,11.9499315,Noventa
Chiesa Santi Simone e Giuda,45.3834684,11.9704731,Villatora
Chiesa di San Martino,45.3702689,11.9847449,Saonara
Oratorio di Santa Eurosia,45.4314088,11.6902654,Cervarese Santa Croce
"Santa Maria del Carmine detta ""del Crivelli""",45.4153302,11.7322343,Saccolongo
Chiesa di San Pietro Apostolo,45.4625230,11.3366223,Gambellara
San Michele Arcangelo,45.4731936,11.3686308,Zermeghedo
Chiesa S. Maria Annunziata,45.4667262,11.3580198,Zermeghedo
Chiesetta di Sant'Antonio,46.0843033,10.9933156,Vezzano
Chiesa di Rubano - Santa Maria Assunta,45.4278887,11.7870166,Rubano
Chiesa di San Fidenzio Vescovo - Sarmeola,45.4209202,11.8179452,Sarmeola
Chiesa di Villaguattera,45.4445585,11.8166482,Villaguattera
Parrocchia di Bosco di Rubano,45.4432969,11.7961650,Bosco
San Sebastiano,45.6125479,11.3483793,Cornedo Vicentino
Auditorium San Michele,45.3964577,11.7824006,Selvazzano Dentro
Chiesa di Selvazzano,45.3953929,11.7826745,Selvazzano Dentro
San Bartolomeo Apostolo,45.3910082,11.8096212,Tencarola
San Domenico,45.3859263,11.7988031,Selvazzano Dentro
chiesetta San Rocco,45.5680030,11.3817424,Trissino
Chiesa di San Vito,45.5720750,10.3081825,Nave
Chiesa di San Giuseppe,45.3152295,11.7755096,Montegrotto Terme
Duomo di San Pietro Apostolo,45.3312085,11.7863916,Montegrotto Terme
San Gregorio Barbarigo,45.3256310,11.8052288,Terradura
San Pietro Apostolo,45.3321912,11.7842765,Montegrotto Terme
Santissimo Rosario,45.3169238,11.7851726,Montegrotto Terme
Chiesa vecchia di San Giacomo,45.2882734,11.7850026,Battaglia Terme
Cappella del cimitero,45.2837274,11.7846809,Battaglia Terme
Chiesa nuova di San Giacomo,45.2876550,11.7815335,Battaglia Terme
Cappella di Sant'Elena,45.2846279,11.7770564,Battaglia Terme
Canonica,45.2876725,11.7812143,Battaglia Terme
Patronato,45.2875987,11.7807391,Battaglia Terme
Oratorio della Santa Croce,45.4253728,11.6850745,Cervarese Santa Croce
Chiesa di Pieve di San Lorenzo,45.2935348,11.7230741,Galzignano
Chiesa di San Lorenzo,45.2910006,11.7303778,Galzignano
Madonna dell'Orsara,45.3135685,11.7021893,Galzignano
Chiesa S. Maria Assunta,45.3085290,11.7299933,Galzignano
Chiesa di San Sabino,45.3284984,11.7196275,Torreglia
Chiesa Sacro Cuore,45.3359473,11.7289032,Torreglia
Chiesa di Ronchi del Volo,45.3035652,11.9015348,Casalserugo
Chiesa di Bastia,45.3846171,11.6518417,Bastia
Chiesa di San Giorgio,45.3662912,11.6634753,Bastia
Chiesa di San Giovanni Battista,45.3624178,11.6394048,Bastia
Chiesa di San Pietro di Alcantara,46.0763485,11.2285403,Madrano-Canzolino
Chiesa,45.4455062,11.0418717,Montorio
Chiesa di San Francesco di Paola,46.0652265,10.4192955,Saviore
S.ROCCO,45.5826123,10.4370162,Gavardo-Sopraponte
Santa Maria Nascente,45.5137219,11.4569116,Tavernelle
Chiesa dei Santi Gervasio e Protasio,45.6794527,10.4986683,Vobarno
Santa Agata,46.0693280,11.5283207,Strigno
Chiesa di San Rocco,45.7179773,10.2660233,Lodrino
Santel di Santa Croce,45.7088154,10.2731455,Villa
Monumento al Redentore,46.0916005,11.2337410,Madrano-Canzolino
Chiesa di San Vigilio,45.7189201,10.2738356,Lodrino
Chiesa dei Santi Sebastiano e Fabiano,45.5960968,10.1356135,Ronco
Pinacoteca Internazionale dell'Eta Evolutiva Aldo Cibaldi,45.5162161,10.3169975,Rezzato
Chiesa del Buon Pastore,45.5335977,10.2387849,Brescia
Chiesa della Madonna delle Grazie,45.5844817,11.4560327,Gambugliano
Chiesa di San Pio X,45.5456996,11.5682219,Vicenza
Chiesa parrocchiale di San Paolo apostolo,45.5577507,11.5355789,Vicenza
San Giuseppe,46.0515252,11.4100154,Roncegno
Chiesa di Santa Maria della Noce,45.5179545,10.1777380,Roncadelle
Chiesa di Santa Maria Assunta,45.5311406,10.1876293,Brescia
Chiesa di San Bernardino da Siena,46.0687369,10.4293258,Saviore
Chiesa di Santa Maria Annunciata,45.4767607,10.2405584,Borgosatollo
Chiesa di Santa Maria della strada,45.5475725,10.1534371,Roncadelle
Chiesa dei Santi Bernardino e Chiara,45.5436795,11.5496334,Vicenza
Santuario della Beata Vergine delle Cendrole,45.7346303,11.8957865,Riese Pio X
San Carlo,45.5321043,10.5121132,Soiano
Chiesa di Sant'Antonio di Padova,46.0450334,11.1049853,Ravina
chiesa di San Pantaleone,46.0735300,11.1621058,Povo
Chiesa di San Cristoforo,45.5699095,10.2486071,Bovezzo
Chiesa di San Francesco d'Assisi,45.5822212,10.2728559,Nave
Chiesa di Sant'Antonio,45.7126112,10.4623519,Trebbio
Antico oratorio di San Giuseppe,45.8889377,10.7328866,Pieve di Ledro
Chiesa di San Giorgio,45.7018359,11.2047016,Recoaro Terme
Chiesa di San Pietro in Bosco,45.7472226,10.9900340,Ala
Chiesa di San Bernardo,45.6640158,10.2393695,San Sebastiano
Chiesa di San Vitale,45.6126199,11.4589871,Castelnovo
Chiesetta di San Maurizio,45.6251514,10.3974059,Vallio Terme
Rotonda di Santa Maria di Valverde,45.5237464,10.3144774,Botticino
Chiesa della Sacra Famiglia,45.5290250,10.3061251,Botticino
Santuario della Madonna di Valverde,45.5236548,10.3144883,Botticino
Chiesa di San Pietro,45.5186552,10.3164416,Rezzato
Chiesa di San Valentino,45.9530298,10.3072713,Breno
Chiesa parrocchiale di Sovizzo Colle,45.5299534,11.4237747,Sovizzo
S. Antonio,45.5821576,11.4039142,Castelgomberto
Chiesa di Leguzzano,45.6738233,11.3514709,Monte di Malo
Santuario Maria Salus Infirmorum,45.6533743,11.4073343,Malo
Cappella privata,45.6566459,11.4095893,Malo
Chiesa Santa Maria Maddalena,45.6824003,11.3819711,San Vito di Leguzzano
Chiesa di San Nicola da Tolentino,45.5421318,10.3256316,Botticino
Chiesa San Sebastiano,45.6267436,11.5726761,Dueville
Chiesetta di San Michele,45.6159821,11.5020601,Caldogno-Rettorgole-Cresole
Chiesa della Santissima Trinita,45.5531718,10.3062406,Botticino
Chiesa della Nativita della Beata Vergine,45.5495295,10.2329180,Brescia
Ex Chiesa del Monastero di Sant'Eufemia,45.5241551,10.2675800,Buffalora-Bettole
Chiesa di san Gregorio,45.6558692,10.7244756,San Zeno di Montagna
Chiesa di Santa Maria,45.5693523,10.2411793,Bovezzo
Chiesa di San Lorenzo,45.5326395,10.3698767,Nuvolera
Chiesa,46.0130913,10.1387393,Schilpario
Antica Chiesa di San Gaetano,45.3952046,11.9171875,Ponte San Nicolo
Chiesa di San Giacomo Apostolo,45.9150939,10.3671976,Prestine
Chiesa di San Martino,45.9378926,10.3132643,Prestine
Chiesa di San Gaetano Thiene,45.5204662,11.3343622,Arzignano
Chiesa di San Girolamo,45.5227103,11.3335286,Arzignano
Chiesa di Sant'Antonio di Padova,45.5493402,10.1705539,Fantasina
Chiesa di San Rocco,45.3081540,10.3232648,Isorella
Chiesa di San Giovanni Bosco,45.3061236,10.3247261,Isorella
Chiesa di Santa Maria Annunciata,45.3081849,10.3223230,Isorella
Chiesetta di Santa Maria in Valbona,45.3106020,10.3184686,Isorella
San Antonio Abate,45.5479689,11.2767682,Chiampo
Chiesa di Sant'Antonio Abate,45.6949398,10.3180937,Casto
Chiesa dell'Assunzione della Beata Vergine Maria e Sant'Emiliano,45.2533519,10.4787035,Casaloldo
Chiesa Santi Pietro e Paolo Apostoli,45.4800013,11.6886442,Grisignano di Zocco
Chiesa dei Santi Siro e Libera,45.4474335,11.0021781,Verona
Chiesetta di San Carlo,45.5080003,10.3118486,Rezzato
Chiesa di Costozza,45.4703145,11.6080878,Longare
Chiesa di San Carlo,45.5454443,10.2062582,Brescia
Chiesa,45.4580212,11.4722269,Pederiva
Chiesa di Sant'Andrea,45.9514940,10.2705945,Malegno
Chiesa di Sant'Antonio,45.5881103,10.1493221,Piazza
Chiesa di San Giuseppe,45.5911584,10.1619224,Piazza
Chiesa di San Giuseppe,45.6224610,10.1412288,San Zenone
Chiesa di Sant'Antonio di Padova,45.5226062,10.2272206,Brescia
Chiesa di San Rocco,45.6468001,10.5022493,Vobarno
Chiesa Santo Stefano,45.4573906,10.3832112,Calcinato
Chiesa di San Giovanni,46.0211705,10.3642005,Cimbergo
Chiesa di Sant'Antonio Abate,45.6201107,10.5533791,Gardone Riviera
Chiesa di Sant'Antonio di Padova,45.5528801,10.1910775,Fantasina
Chiesa di Sant'Andrea,45.6575084,10.3415689,Agnosine
Pieve di Comella,45.2471990,10.2058251,Pralboino
Chiesa di Sant'Antonio Abate,45.5284860,10.4606629,Carzago Riviera
Chiesa di Sant'Agata,46.0704742,11.1578569,Povo
Chiesa di Sant'Ilario Nuova,45.9111868,11.0419485,Villa Lagarina
Santuario di S. Rocco o dei Morti della Fossetta,45.4067432,10.2835783,Ghedi
Chiesa di San Rocco,45.9934677,11.2201564,Vattaro
Chiesa di San Lorenzo,45.5944235,10.1535117,Piazza
Chiesa di Perarolo,45.4755320,11.4994859,Zovencedo
Oratorio di San Gaetano,45.4071907,11.5384458,Barbarano Vicentino
Chiesa parrcchiale di Montemezzo,45.5535430,11.4343117,Monteviale
Chiesa Parrocchiale di Gambugliano,45.5878148,11.4370409,Gambugliano
Chiesa di San Michele,45.5561903,11.6461722,Marola
Chiesa arcipretale di San Michele Arcangelo,45.4719324,11.4592960,Brendola
Chiesa di Santo Stefano,45.4585565,11.4467692,Brendola
Madonna dei Prati,45.4700049,11.4383861,Brendola
Chiesa di Grancona,45.4219463,11.4522813,Grancona
Chiesa parrocchiale di Santa Maria Annunziata,45.4347197,11.5794770,Ponte di Nanto
chiesa dei santi Felice e Adauto,45.5851600,10.5479246,San Felice del Benaco
Chiesa della Madonnina,45.3884277,10.4053993,Montichiari
Santa Lucia,45.7973025,11.0155617,Ala
Chiesa cristina evengelic,45.4291975,11.9023655,Padova
Duomo Santi Giovanni e Paolo,45.3521024,10.8454234,Villafranca di Verona
Tempio della Gioventu,45.7242207,11.7637934,Rosa
Chiesa e convento di Santa Lucia,45.5542080,11.5532201,Vicenza
Chiesa di San Michele,45.8434368,10.5517113,Lodrone-Darzo
Chiesa di Maria Immacolata,45.5864069,10.2880613,Nave
Chiesetta della Madonna Annunciata,45.5862633,10.2877667,Nave
Chiesetta di San Rocco,45.5863423,10.2883968,Nave
Chiesa di Santa Maria dei Servi,45.5474795,11.5480666,Vicenza
Chiesa di Sant'Antonio Abate,45.5747092,10.2397808,Bovezzo
Chiesa di San Bartolamio,45.3082993,11.3870818,Cologna Veneta
Parrocchia San Marco Evangelista,45.5659113,11.9300914,Camposampiero
Chiesa di San Lorenzo,45.4167013,11.7204474,Veggiano
Eremo Santa Maria Annunziata del Rua,45.3186054,11.7117361,Galzignano
Chiesa di San Vigilio,45.7189201,10.2738356,Lodrino
Chiesa di San Zenone ed Eurosia,45.5974236,10.1366088,Ronco
Chiesa di Santa Maria Assunta,45.5277409,10.1835815,Roncadelle
Chiesa e convento di San Pancrazio,45.4015205,11.5657326,Ponte di Barbarano
Chiesa di Sant'Andrea,45.9514940,10.2705945,Malegno
Duomo di Santa Maria Maggiore,45.3952989,11.2699685,San Bonifacio
